EmpID,PerfScoreID,Termd,Salary,Absences,Position,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
,,,,,,4,3,1,2
,,,,,,4,2,1,3
,,,,,,5,3,1,4
,,,,,,4,2,1,1
,,,,,,5,3,4,3
,,,,,,15,7,4,12
,,,,,,6,5,1,3
,,,,,,3,2,0,2
,,,,,,2,2,0,2
,,,,,,8,7,3,7
,,,,,,3,2,1,2
,,,,,,24,7,14,9
,,,,,,0,0,0,0
,,,,,,1,0,0,0
,,,,,,5,2,1,4
,,,,,,4,3,0,3
,,,,,,1,0,0,0
,,,,,,13,9,3,7
,,,,,,3,2,0,2
,,,,,,26,14,3,0
,,,,,,9,7,0,5
,,,,,,10,7,0,7
,,,,,,31,15,13,8
,,,,,,2,2,2,2
,,,,,,4,3,0,2
,,,,,,2,2,2,1
,,,,,,5,2,0,4
,,,,,,14,13,6,8
,,,,,,1,0,0,0
,,,,,,0,0,0,0
,,,,,,1,0,0,0
,,,,,,9,8,7,8
,,,,,,4,3,1,2
,,,,,,5,2,1,3
,,,,,,9,8,7,7
,,,,,,9,7,7,3
,,,,,,4,1,1,0
,,,,,,9,8,0,8
,,,,,,8,5,1,6
,,,,,,8,7,7,5
,,,,,,3,2,0,2
,,,,,,8,7,1,7
,,,,,,0,0,0,0
,,,,,,20,6,4,17
,,,,,,5,2,2,3
,,,,,,4,3,0,1
,,,,,,9,8,0,8
,,,,,,6,5,1,1
,,,,,,18,14,4,11
,,,,,,5,2,0,3
,,,,,,5,4,0,3
,,,,,,5,2,0,4
,,,,,,5,4,0,2
,,,,,,5,3,1,3
,,,,,,9,8,0,0
,,,,,,1,0,0,0
,,,,,,5,1,0,4
,,,,,,2,2,2,2
,,,,,,3,2,0,2
,,,,,,2,1,2,2
,,,,,,5,4,0,3
,,,,,,5,3,0,3
,,,,,,17,14,5,15
,,,,,,10,2,7,8
,,,,,,3,0,0,2
,,,,,,5,2,0,3
,,,,,,4,2,0,2
,,,,,,5,2,3,4
,,,,,,10,8,5,3
,,,,,,2,2,1,2
,,,,,,5,3,1,3
,,,,,,6,4,0,2
,,,,,,3,2,0,2
,,,,,,2,0,2,2
,,,,,,13,10,4,8
,,,,,,5,4,0,0
,,,,,,12,9,3,8
,,,,,,5,2,2,2
,,,,,,7,6,7,7
,,,,,,10,0,0,9
,,,,,,31,6,14,7
,,,,,,5,4,0,4
,,,,,,4,3,0,3
,,,,,,1,0,0,1
,,,,,,4,3,0,3
,,,,,,8,7,7,1
,,,,,,4,2,0,2
,,,,,,1,0,0,0
,,,,,,1,0,0,0
,,,,,,2,2,0,2
,,,,,,1,0,0,0
,,,,,,16,8,4,11
,,,,,,3,2,1,2
,,,,,,3,2,0,2
,,,,,,7,7,1,0
,,,,,,2,2,2,2
,,,,,,2,2,2,2
,,,,,,1,1,0,0
,,,,,,1,0,1,0
,,,,,,5,4,0,3
,,,,,,3,2,0,2
,,,,,,6,0,0,4
,,,,,,7,7,5,2
,,,,,,10,6,0,7
,,,,,,26,9,1,7
,,,,,,0,0,0,0
,,,,,,9,8,0,0
,,,,,,6,2,0,1
,,,,,,15,12,5,11
,,,,,,3,0,0,2
,,,,,,1,0,0,0
,,,,,,1,0,0,0
,,,,,,7,7,0,7
,,,,,,18,13,2,17
,,,,,,11,8,3,9
,,,,,,1,0,0,0
,,,,,,1,0,0,0
,,,,,,9,7,8,5
,,,,,,1,1,0,0
,,,,,,8,7,6,3
,,,,,,16,7,3,7
,,,,,,5,0,1,4
,,,,,,14,1,11,7
,,,,,,9,7,0,8
,,,,,,3,1,0,2
,,,,,,5,2,1,0
,,,,,,9,8,7,8
,,,,,,1,0,0,0
,,,,,,17,13,15,2
,,,,,,8,4,7,7
,,,,,,5,3,1,3
,,,,,,10,9,0,8
,,,,,,8,7,0,7
,,,,,,1,0,0,0
,,,,,,19,10,2,7
,,,,,,7,7,0,7
,,,,,,3,2,1,2
,,,,,,10,8,6,0
,,,,,,0,0,0,0
,,,,,,3,2,0,2
,,,,,,5,3,0,2
,,,,,,5,4,1,3
,,,,,,6,5,1,2
,,,,,,18,16,0,11
,,,,,,2,2,2,2
,,,,,,9,8,0,8
,,,,,,9,0,0,7
,,,,,,5,2,0,1
,,,,,,12,11,1,5
,,,,,,2,1,0,2
,,,,,,8,7,0,7
,,,,,,4,2,3,2
,,,,,,4,2,0,2
,,,,,,4,3,0,3
,,,,,,0,0,0,0
,,,,,,10,7,0,8
,,,,,,16,10,10,1
,,,,,,8,7,1,7
,,,,,,1,0,0,0
,,,,,,3,2,1,2
,,,,,,8,7,1,3
,,,,,,4,3,1,1
,,,,,,2,2,2,2
,,,,,,15,11,4,8
,,,,,,2,2,2,1
,,,,,,21,6,11,8
,,,,,,3,2,2,2
,,,,,,3,2,1,2
,,,,,,1,0,0,0
,,,,,,1,0,0,0
,,,,,,5,3,4,3
,,,,,,1,0,0,0
,,,,,,8,7,6,7
,,,,,,21,16,5,10
,,,,,,1,0,0,0
,,,,,,2,2,2,2
,,,,,,32,14,6,9
,,,,,,12,11,11,11
,,,,,,18,7,0,13
,,,,,,17,13,15,14
,,,,,,21,6,2,8
,,,,,,2,2,2,2
,,,,,,9,3,1,1
,,,,,,8,7,7,7
,,,,,,15,1,0,9
,,,,,,6,4,0,4
,,,,,,6,3,0,4
,,,,,,15,7,6,12
,,,,,,1,0,0,0
,,,,,,3,2,1,2
,,,,,,1,1,0,0
,,,,,,1,0,0,0
,,,,,,2,2,2,2
,,,,,,8,1,7,7
,,,,,,4,3,0,1
,,,,,,7,7,7,5
,,,,,,5,3,1,3
,,,,,,2,2,2,2
,,,,,,9,4,7,0
,,,,,,5,4,0,3
,,,,,,14,8,7,8
,,,,,,9,7,6,2
,,,,,,1,0,0,0
,,,,,,2,2,0,2
,,,,,,1,0,1,0
,,,,,,16,13,1,7
,,,,,,10,0,2,7
,,,,,,10,7,1,9
,,,,,,5,3,1,3
,,,,,,6,2,0,2
,,,,,,10,6,0,8
,,,,,,19,9,1,9
,,,,,,11,10,11,1
,,,,,,3,2,1,2
,,,,,,3,2,1,2
,,,,,,8,7,1,7
,,,,,,20,6,3,6
,,,,,,3,2,1,2
,,,,,,8,7,4,7
,,,,,,13,7,3,8
,,,,,,4,2,2,2
,,,,,,6,2,0,4
,,,,,,1,0,0,0
,,,,,,7,7,5,6
,,,,,,1,1,0,0
,,,,,,2,2,2,2
,,,,,,22,6,13,7
,,,,,,1,0,0,0
,,,,,,0,0,0,0
,,,,,,3,2,0,2
,,,,,,0,0,0,0
,,,,,,5,4,2,1
,,,,,,15,10,4,12
,,,,,,8,6,4,0
,,,,,,8,7,2,7
,,,,,,7,5,1,7
,,,,,,9,7,1,7
,,,,,,12,9,4,9
,,,,,,1,0,0,0
,,,,,,8,7,0,1
,,,,,,18,7,11,5
,,,,,,20,7,4,9
,,,,,,2,2,2,2
,,,,,,5,4,0,3
,,,,,,11,9,0,9
,,,,,,2,2,2,2
,,,,,,5,3,0,4
,,,,,,5,2,0,2
,,,,,,9,8,2,3
,,,,,,3,2,0,2
,,,,,,7,5,1,1
,,,,,,1,0,0,0
,,,,,,10,7,1,2
,,,,,,7,6,5,0
,,,,,,3,1,0,2
,,,,,,0,0,0,0
,,,,,,5,2,0,3
,,,,,,1,0,0,0
,,,,,,2,2,2,2
,,,,,,6,2,1,3
,,,,,,4,2,2,2
,,,,,,6,5,1,3
,,,,,,5,4,1,4
,,,,,,11,8,3,10
,,,,,,18,7,2,13
,,,,,,21,9,13,14
,,,,,,6,4,1,5
,,,,,,8,0,1,7
,,,,,,4,3,1,2
,,,,,,1,1,0,0
,,,,,,8,7,0,7
,,,,,,10,3,1,4
,,,,,,1,1,0,0
,,,,,,7,7,6,4
,,,,,,13,9,4,9
,,,,,,2,2,2,2
,,,,,,4,3,1,3
,,,,,,1,0,0,0
,,,,,,5,2,4,2
,,,,,,10,8,0,8
,,,,,,1,1,0,0
,,,,,,3,2,0,2
,,,,,,14,8,3,11
,,,,,,2,2,1,2
,,,,,,6,4,0,2
,,,,,,7,7,4,7
,,,,,,5,4,1,3
,,,,,,0,0,0,0
,,,,,,26,15,15,9
,,,,,,0,0,0,0
,,,,,,5,4,1,4
,,,,,,1,0,0,0
,,,,,,4,3,0,3
,,,,,,0,0,0,0
,,,,,,2,2,2,2
,,,,,,6,5,3,3
,,,,,,4,2,0,3
,,,,,,7,7,1,7
,,,,,,1,0,0,0
,,,,,,10,7,0,1
,,,,,,7,7,1,7
,,,,,,10,7,8,9
,,,,,,20,11,13,17
,,,,,,2,1,2,2
,,,,,,6,3,1,4
,,,,,,4,3,0,3
,,,,,,11,7,1,9
,,,,,,2,2,2,2
,,,,,,8,7,0,7
,,,,,,7,7,7,7
,,,,,,14,10,4,10
,,,,,,5,1,1,3
,,,,,,4,3,1,1
,,,,,,11,9,5,7
,,,,,,1,0,0,0
,,,,,,13,2,4,12
,,,,,,9,7,6,8
,,,,,,5,4,1,4
,,,,,,10,5,7,7
,,,,,,1,1,0,0
,,,,,,3,2,1,2
,,,,,,10,9,0,9
,,,,,,6,5,0,1
,,,,,,10,9,1,8
,,,,,,6,1,0,5
,,,,,,8,7,0,7
,,,,,,1,0,0,0
,,,,,,11,10,0,7
,,,,,,1,0,0,0
,,,,,,5,3,0,3
,,,,,,6,0,1,0
,,,,,,1,0,0,0
,,,,,,7,7,1,7
,,,,,,1,0,0,0
,,,,,,22,9,3,10
,,,,,,9,8,0,8
,,,,,,1,0,0,1
,,,,,,1,0,0,1
,,,,,,1,0,1,0
,,,,,,8,5,2,2
,,,,,,24,10,1,11
,,,,,,33,9,15,0
,,,,,,2,2,2,2
,,,,,,11,4,0,8
,,,,,,3,2,0,2
,,,,,,29,10,11,10
,,,,,,9,7,5,4
,,,,,,11,8,5,10
,,,,,,4,2,0,2
,,,,,,25,9,14,13
,,,,,,10,9,1,8
,,,,,,3,2,2,2
,,,,,,1,0,0,0
,,,,,,21,7,15,17
,,,,,,16,14,5,12
,,,,,,10,7,0,5
,,,,,,2,2,2,2
,,,,,,7,0,7,7
,,,,,,8,4,1,7
,,,,,,7,7,7,7
,,,,,,3,2,1,2
,,,,,,2,2,2,1
,,,,,,10,7,0,8
,,,,,,0,0,0,0
,,,,,,19,9,15,2
,,,,,,2,2,2,2
,,,,,,10,4,1,1
,,,,,,5,2,0,3
,,,,,,9,2,6,7
,,,,,,7,7,1,7
,,,,,,7,6,5,7
,,,,,,9,8,7,5
,,,,,,3,2,1,2
,,,,,,5,4,1,0
,,,,,,8,7,7,7
,,,,,,9,1,0,8
,,,,,,8,7,1,7
,,,,,,10,8,9,6
,,,,,,19,2,11,9
,,,,,,3,2,2,2
,,,,,,3,2,1,2
,,,,,,20,8,2,10
,,,,,,19,9,9,11
,,,,,,7,3,7,7
,,,,,,4,2,0,0
,,,,,,9,7,1,6
,,,,,,9,8,8,8
,,,,,,9,3,1,7
,,,,,,9,6,1,1
,,,,,,33,9,0,10
,,,,,,7,7,1,7
,,,,,,10,8,9,6
,,,,,,3,2,1,2
,,,,,,10,9,5,9
,,,,,,4,2,0,3
,,,,,,15,7,6,13
,,,,,,10,9,0,8
,,,,,,1,0,0,0
,,,,,,5,2,0,3
,,,,,,0,0,0,0
,,,,,,9,7,0,0
,,,,,,6,2,0,0
,,,,,,19,7,3,8
,,,,,,19,16,15,9
,,,,,,5,4,0,0
,,,,,,12,11,11,8
,,,,,,8,7,7,7
,,,,,,1,0,0,0
,,,,,,4,2,3,2
,,,,,,4,2,0,3
,,,,,,14,11,4,11
,,,,,,5,3,0,4
,,,,,,10,2,6,7
,,,,,,5,4,1,4
,,,,,,4,2,3,2
,,,,,,6,2,3,3
,,,,,,6,4,1,3
,,,,,,5,4,1,2
,,,,,,3,2,1,2
,,,,,,6,4,0,5
,,,,,,3,2,1,2
,,,,,,5,3,0,2
,,,,,,20,7,1,8
,,,,,,6,2,4,4
,,,,,,8,2,7,7
,,,,,,4,3,1,1
,,,,,,20,7,0,9
,,,,,,5,1,1,2
,,,,,,3,2,1,2
,,,,,,14,11,2,9
,,,,,,13,8,5,12
,,,,,,0,0,0,0
,,,,,,3,2,1,2
,,,,,,1,0,0,0
,,,,,,11,7,1,7
,,,,,,22,17,4,7
,,,,,,4,2,0,2
,,,,,,6,1,0,5
,,,,,,7,6,7,3
,,,,,,10,9,9,4
,,,,,,3,2,0,2
,,,,,,9,2,3,8
,,,,,,12,9,5,8
,,,,,,9,7,0,7
,,,,,,1,0,0,0
,,,,,,3,2,2,2
,,,,,,2,0,1,2
,,,,,,5,2,1,0
,,,,,,3,2,0,2
,,,,,,2,2,2,2
,,,,,,7,4,7,7
,,,,,,5,3,0,3
,,,,,,1,0,0,0
,,,,,,11,8,7,9
,,,,,,10,7,3,9
,,,,,,14,11,1,11
,,,,,,5,4,0,2
,,,,,,16,12,6,14
,,,,,,2,2,2,2
,,,,,,10,9,8,7
,,,,,,3,2,0,2
,,,,,,5,4,0,4
,,,,,,18,16,1,11
,,,,,,8,4,7,7
,,,,,,7,7,0,7
,,,,,,4,3,1,1
,,,,,,4,3,0,2
,,,,,,9,6,1,4
,,,,,,8,2,7,6
,,,,,,5,4,0,2
,,,,,,7,1,2,5
,,,,,,5,4,0,4
,,,,,,0,0,0,0
,,,,,,5,3,1,2
,,,,,,7,1,1,7
,,,,,,18,15,14,12
,,,,,,4,2,1,2
,,,,,,4,3,2,3
,,,,,,20,17,5,6
,,,,,,9,8,3,8
,,,,,,3,2,0,2
,,,,,,3,2,0,2
,,,,,,5,3,0,2
,,,,,,3,2,1,0
,,,,,,3,2,0,2
,,,,,,7,7,0,2
,,,,,,2,0,2,2
,,,,,,2,2,2,0
,,,,,,6,2,4,1
,,,,,,3,2,1,2
,,,,,,6,2,1,4
,,,,,,5,4,0,4
,,,,,,11,8,3,3
,,,,,,21,6,8,6
,,,,,,20,7,12,7
,,,,,,19,17,2,8
,,,,,,8,7,7,7
,,,,,,3,2,0,2
,,,,,,3,2,1,2
,,,,,,10,7,1,9
,,,,,,6,3,0,0
,,,,,,20,9,9,6
,,,,,,11,8,5,10
,,,,,,1,0,0,0
,,,,,,13,12,5,1
,,,,,,0,0,0,0
,,,,,,5,4,1,2
,,,,,,12,7,5,7
,,,,,,9,7,3,4
,,,,,,10,0,0,2
,,,,,,3,2,0,2
,,,,,,14,10,5,7
,,,,,,8,7,0,7
,,,,,,3,2,1,2
,,,,,,1,0,0,0
,,,,,,2,2,2,2
,,,,,,13,7,6,7
,,,,,,2,2,2,2
,,,,,,4,2,0,0
,,,,,,5,3,0,1
,,,,,,5,1,0,4
,,,,,,3,2,2,2
,,,,,,11,10,3,8
,,,,,,3,2,1,2
,,,,,,7,7,1,7
,,,,,,9,8,4,8
,,,,,,1,0,0,0
,,,,,,8,7,0,7
,,,,,,9,8,1,7
,,,,,,1,1,0,0
,,,,,,8,7,1,7
,,,,,,6,5,1,2
,,,,,,3,2,1,2
,,,,,,9,4,1,7
,,,,,,7,7,0,7
,,,,,,5,2,0,3
,,,,,,5,3,1,4
,,,,,,6,5,1,3
,,,,,,20,9,3,7
,,,,,,6,0,1,3
,,,,,,9,8,0,0
,,,,,,10,7,4,5
,,,,,,1,0,0,0
,,,,,,2,2,2,2
,,,,,,6,3,1,2
,,,,,,2,2,2,1
,,,,,,6,4,1,3
,,,,,,9,7,7,2
,,,,,,14,8,6,9
,,,,,,4,3,1,3
,,,,,,7,7,0,7
,,,,,,5,4,4,3
,,,,,,11,8,3,10
,,,,,,8,3,7,7
,,,,,,5,2,1,3
,,,,,,7,7,7,7
,,,,,,5,2,0,3
,,,,,,8,2,7,7
,,,,,,13,11,2,9
,,,,,,4,2,0,3
,,,,,,2,2,2,2
,,,,,,4,2,1,2
,,,,,,2,1,2,2
,,,,,,6,3,1,3
,,,,,,9,6,0,8
,,,,,,4,3,0,3
,,,,,,4,2,1,3
,,,,,,5,2,0,3
,,,,,,0,0,0,0
,,,,,,10,0,4,7
,,,,,,1,0,0,0
,,,,,,10,9,0,9
,,,,,,9,7,1,8
,,,,,,4,2,1,2
,,,,,,1,0,0,0
,,,,,,19,7,11,16
,,,,,,10,8,0,2
,,,,,,10,8,0,7
,,,,,,3,1,1,2
,,,,,,9,8,4,7
,,,,,,6,4,0,2
,,,,,,5,2,0,3
,,,,,,7,7,0,0
,,,,,,8,7,0,7
,,,,,,7,0,1,6
,,,,,,7,7,0,7
,,,,,,9,5,1,6
,,,,,,10,8,7,7
,,,,,,6,2,1,2
,,,,,,1,1,0,0
,,,,,,2,2,2,2
,,,,,,22,6,4,14
,,,,,,10,8,3,7
,,,,,,5,0,1,4
,,,,,,16,15,1,10
,,,,,,4,3,1,2
,,,,,,4,3,1,2
,,,,,,22,10,12,9
,,,,,,12,8,1,7
,,,,,,5,3,0,2
,,,,,,3,2,1,2
,,,,,,10,9,0,9
,,,,,,3,2,0,2
,,,,,,6,5,1,2
,,,,,,5,4,0,3
,,,,,,6,4,1,1
,,,,,,15,10,4,13
,,,,,,5,3,1,2
,,,,,,5,2,0,3
,,,,,,10,0,0,8
,,,,,,2,2,2,1
,,,,,,2,0,2,2
,,,,,,1,0,0,0
,,,,,,1,0,0,1
,,,,,,13,7,5,7
,,,,,,5,3,0,3
,,,,,,7,0,1,7
,,,,,,5,3,0,4
,,,,,,7,7,1,7
,,,,,,20,6,14,17
,,,,,,7,7,0,7
,,,,,,10,8,7,6
,,,,,,2,2,2,2
,,,,,,3,2,0,2
,,,,,,1,0,0,0
,,,,,,0,0,0,0
,,,,,,10,9,6,8
,,,,,,8,6,1,7
,,,,,,1,0,0,0
,,,,,,7,7,7,7
,,,,,,14,11,2,13
,,,,,,1,0,0,0
,,,,,,4,3,0,2
,,,,,,3,2,0,2
,,,,,,10,4,1,8
,,,,,,4,3,1,3
,,,,,,4,3,1,2
,,,,,,1,0,0,0
,,,,,,7,7,1,7
,,,,,,4,3,1,2
,,,,,,10,7,0,8
,,,,,,3,2,1,2
,,,,,,2,2,2,2
,,,,,,7,7,7,6
,,,,,,10,7,0,9
,,,,,,8,7,0,0
,,,,,,2,2,2,2
,,,,,,7,7,0,7
,,,,,,3,0,1,2
,,,,,,5,3,0,2
,,,,,,3,2,1,2
,,,,,,4,2,1,2
,,,,,,5,2,1,3
,,,,,,0,0,0,0
,,,,,,3,2,1,2
,,,,,,5,2,1,4
,,,,,,9,8,8,8
,,,,,,13,7,9,9
,,,,,,7,7,1,7
,,,,,,5,4,0,4
,,,,,,8,7,1,1
,,,,,,10,7,0,4
,,,,,,6,2,0,4
,,,,,,2,2,2,2
,,,,,,8,4,7,1
,,,,,,2,2,2,2
,,,,,,2,2,1,2
,,,,,,5,2,0,2
,,,,,,2,2,2,2
,,,,,,5,3,0,4
,,,,,,4,2,1,3
,,,,,,9,8,7,7
,,,,,,4,3,0,2
,,,,,,1,0,0,0
,,,,,,4,3,0,3
,,,,,,7,6,7,6
,,,,,,5,2,0,3
,,,,,,4,2,1,3
,,,,,,15,13,5,8
,,,,,,2,1,2,2
,,,,,,1,0,0,0
,,,,,,20,8,11,10
,,,,,,21,8,12,8
,,,,,,10,4,0,9
,,,,,,5,2,1,4
,,,,,,5,3,1,2
,,,,,,13,9,3,12
,,,,,,2,2,0,2
,,,,,,5,4,1,3
,,,,,,10,8,8,7
,,,,,,7,7,0,7
,,,,,,26,0,0,12
,,,,,,4,2,1,3
,,,,,,20,11,0,7
,,,,,,6,3,1,3
,,,,,,5,4,0,2
,,,,,,2,2,2,2
,,,,,,9,0,1,7
,,,,,,22,7,1,10
,,,,,,22,11,14,10
,,,,,,2,2,2,2
,,,,,,1,0,0,0
,,,,,,3,2,0,2
,,,,,,1,0,1,0
,,,,,,1,0,0,0
,,,,,,9,7,8,1
,,,,,,15,11,2,12
,,,,,,8,7,6,7
,,,,,,5,4,0,2
,,,,,,3,2,1,1
,,,,,,5,2,0,4
,,,,,,10,7,1,4
,,,,,,5,2,1,4
,,,,,,4,2,3,3
,,,,,,22,14,13,5
,,,,,,5,2,1,4
,,,,,,10,8,0,9
,,,,,,4,2,0,1
,,,,,,10,9,1,7
,,,,,,5,4,1,2
,,,,,,1,0,0,0
,,,,,,5,4,0,3
,,,,,,5,4,0,1
,,,,,,2,2,2,2
,,,,,,4,2,2,3
,,,,,,9,8,5,8
,,,,,,15,14,0,7
,,,,,,10,7,0,2
,,,,,,6,2,1,2
,,,,,,2,2,2,2
,,,,,,15,10,6,11
,,,,,,3,2,0,2
,,,,,,30,8,12,13
,,,,,,20,8,13,9
,,,,,,10,2,0,2
,,,,,,5,4,1,4
,,,,,,2,2,2,2
,,,,,,32,6,13,9
,,,,,,3,2,0,2
,,,,,,7,7,0,7
,,,,,,10,9,1,4
,,,,,,7,7,0,7
,,,,,,2,1,2,2
,,,,,,4,3,1,2
,,,,,,2,2,0,2
,,,,,,4,2,0,3
,,,,,,3,2,1,2
,,,,,,1,0,1,0
,,,,,,15,14,5,7
,,,,,,4,3,0,3
,,,,,,12,8,5,7
,,,,,,2,2,2,2
,,,,,,3,1,1,2
,,,,,,5,0,1,2
,,,,,,10,9,1,5
,,,,,,4,3,1,2
,,,,,,0,0,0,0
,,,,,,10,0,0,9
,,,,,,10,6,0,3
,,,,,,0,0,0,0
,,,,,,10,9,8,6
,,,,,,1,0,0,0
,,,,,,10,9,8,8
,,,,,,5,3,1,0
,,,,,,2,2,1,2
,,,,,,2,0,0,2
,,,,,,11,7,4,8
,,,,,,8,7,5,7
,,,,,,14,9,1,12
,,,,,,4,3,3,3
,,,,,,5,4,1,4
,,,,,,5,0,0,3
,,,,,,5,3,0,0
,,,,,,1,0,0,0
,,,,,,20,7,0,10
,,,,,,3,2,1,0
,,,,,,10,8,4,7
,,,,,,3,2,1,2
,,,,,,3,2,1,2
,,,,,,9,8,5,8
,,,,,,5,4,1,4
,,,,,,5,3,4,2
,,,,,,8,7,1,7
,,,,,,13,12,1,9
,,,,,,5,4,0,2
,,,,,,23,15,14,4
,,,,,,6,3,3,3
,,,,,,7,7,5,7
,,,,,,16,9,14,14
,,,,,,15,12,11,11
,,,,,,10,1,0,8
,,,,,,9,7,2,8
,,,,,,10,8,8,7
,,,,,,2,2,2,2
,,,,,,7,7,7,7
,,,,,,5,3,1,3
,,,,,,1,0,0,0
,,,,,,5,4,0,4
,,,,,,5,3,0,4
,,,,,,5,3,0,4
,,,,,,5,4,1,0
,,,,,,10,0,7,9
,,,,,,5,2,0,4
,,,,,,12,9,2,8
,,,,,,14,10,6,11
,,,,,,5,3,1,0
,,,,,,5,4,0,3
,,,,,,17,14,12,11
,,,,,,4,3,2,2
,,,,,,5,2,0,0
,,,,,,1,0,0,0
,,,,,,1,0,0,1
,,,,,,36,6,2,13
,,,,,,10,8,4,8
,,,,,,14,8,2,1
,,,,,,3,2,0,2
,,,,,,6,5,1,2
,,,,,,16,11,6,8
,,,,,,9,8,1,5
,,,,,,1,0,0,0
,,,,,,5,3,0,4
,,,,,,4,2,0,3
,,,,,,21,7,7,7
,,,,,,6,2,0,3
,,,,,,5,3,0,4
,,,,,,11,10,5,7
,,,,,,3,2,1,2
,,,,,,4,2,1,2
,,,,,,1,0,0,0
,,,,,,10,8,4,7
,,,,,,7,2,7,7
,,,,,,5,3,0,0
,,,,,,1,0,0,0
,,,,,,2,2,2,2
,,,,,,33,7,1,9
,,,,,,1,0,0,0
,,,,,,2,2,2,2
,,,,,,7,1,0,7
,,,,,,0,0,0,0
,,,,,,6,3,0,1
,,,,,,23,5,14,10
,,,,,,3,2,1,2
,,,,,,1,0,1,0
,,,,,,1,0,0,0
,,,,,,1,0,0,0
,,,,,,1,0,0,0
,,,,,,4,1,0,3
,,,,,,10,9,9,8
,,,,,,5,2,1,4
,,,,,,9,7,0,7
,,,,,,4,2,1,0
,,,,,,5,4,1,0
,,,,,,10,3,0,8
,,,,,,1,0,0,0
,,,,,,7,7,4,3
,,,,,,3,2,2,2
,,,,,,13,12,6,0
,,,,,,10,8,6,7
,,,,,,1,0,0,0
,,,,,,0,0,0,0
,,,,,,1,0,1,0
,,,,,,1,0,0,0
,,,,,,4,1,0,3
,,,,,,8,7,7,7
,,,,,,9,7,7,7
,,,,,,0,0,0,0
,,,,,,5,1,1,4
,,,,,,1,0,0,0
,,,,,,1,0,0,0
,,,,,,2,0,2,2
,,,,,,5,3,2,3
,,,,,,2,2,2,2
,,,,,,1,0,0,0
,,,,,,0,0,0,0
,,,,,,10,7,0,8
,,,,,,2,2,2,0
,,,,,,2,2,2,2
,,,,,,1,1,0,0
,,,,,,4,2,0,3
,,,,,,5,4,1,2
,,,,,,3,2,2,0
,,,,,,2,2,2,2
,,,,,,2,2,2,2
,,,,,,2,2,2,2
,,,,,,2,2,2,2
,,,,,,10,7,7,7
,,,,,,9,7,3,7
,,,,,,8,7,0,7
,,,,,,4,3,1,3
,,,,,,1,0,0,0
,,,,,,15,9,10,10
,,,,,,0,0,0,0
,,,,,,5,2,3,0
,,,,,,1,0,1,0
,,,,,,11,9,6,7
,,,,,,1,0,0,0
,,,,,,3,2,0,2
,,,,,,3,2,0,2
,,,,,,3,2,0,2

